0,0
0,0
0,0
0,0
35996144,1
36545568,1
36518384,1
36609200,1
36891584,2
36588848,2
36827072,2
37189280,2
35870032,3
35613680,3
35951840,3
36134800,3
35202992,4
34893936,4
35166560,4
35433072,4
35731968,5
35451536,5
35810288,5
36017808,5
35614368,6
35406880,6
35750112,6
35969776,6
36412448,7
36114304,7
36258912,7
36617408,7
36532848,8
36288784,8
36889168,8
36916016,8
35305936,9
35155904,9
35511888,9
35652608,9
36722752,10
36540928,10
36702320,10
36740032,10
35423264,11
35218880,11
35521072,11
35807488,11
35613408,12
35366816,12
35658592,12
35893840,12
36717696,13
36448880,13
36706256,13
36893872,13
36619616,14
36542288,14
37002416,14
36950960,14
36825584,15
36789200,15
37076512,15
37196304,15
36472080,16
36447408,16
36862560,16
37157392,16
36959856,17
36972864,17
36891328,17
37230592,17
36590944,18
37106576,18
36624192,18
37014240,18
36570320,19
36366160,19
36823520,19
36967024,19
36641184,20
36591872,20
36775312,20
37106240,20
36933104,21
36862288,21
36983472,21
37160528,21
35095120,22
34869712,22
35155200,22
35463008,22
35155408,23
34996352,23
34818144,23
35367584,23
35325520,24
35032736,24
35279040,24
35693888,24
35110560,25
34845904,25
35083216,25
35397968,25
35008224,26
35014256,26
34653216,26
35179920,26
34955696,27
34574864,27
34924928,27
35285776,27
35051872,28
35117296,28
34869504,28
35371552,28
35303232,29
35418016,29
35227424,29
35483632,29
35374272,30
35503872,30
35205968,30
35689248,30
35571360,31
35321392,31
35732992,31
35866400,31
35823072,32
35731072,32
35867728,32
36169552,32
35799440,33
35770496,33
36131984,33
36277248,33
35669344,34
35364448,34
35753872,34
35965008,34
36214624,35
36123968,35
36394288,35
36579152,35
36277600,36
36102400,36
36404224,36
36700048,36
36392032,37
36244640,37
36649408,37
36810032,37
35668064,38
35394736,38
35639824,38
36004208,38
36574528,39
36532288,39
36670672,39
36655072,39
35900368,40
35833008,40
36052784,40
36248992,40
36652288,41
36225632,41
36622688,41
36562368,41
35572976,42
35508736,42
35756272,42
35861920,42
36846368,43
36368704,43
37034592,43
37212080,43
36521584,44
36274112,44
36630080,44
36960752,44
36216032,45
36111616,45
36464800,45
36581456,45
36930208,46
36650608,46
37276672,46
37286496,46
36837664,47
36703632,47
36887136,47
37268064,47
37028768,48
36496096,48
36975280,48
37152832,48
35308032,49
35051440,49
35290640,49
35611120,49
36780480,50
36391568,50
36613664,50
36823792,50
36828208,51
36636352,51
37086096,51
37297600,51
36014896,52
35736000,52
36098496,52
36330176,52
36125456,53
36214112,53
35998704,53
36393920,53
36774368,54
36566160,54
36719440,54
37148320,54
37056608,55
36755328,55
37133872,55
37331888,55
36590272,56
36591824,56
36759872,56
