0,0
0,0
0,0
0,0
1991120,1
1738016,1
1901216,1
1706592,1
36123056,2
36038480,2
36130176,2
36456736,2
36974496,3
36553808,3
36880512,3
36951568,3
36558576,4
36327456,4
36410160,4
36882096,4
35445952,5
35332048,5
35428864,5
35891264,5
35487808,6
35113312,6
35538032,6
35834672,6
35184304,7
34925424,7
34986240,7
35518624,7
35115184,8
35222576,8
35142928,8
35150000,8
36364768,9
36111712,9
36354416,9
36570176,9
36425520,10
36487552,10
36525024,10
36687232,10
36320608,11
35910944,11
36121696,11
36232800,11
35569184,12
35246416,12
35383344,12
35727968,12
35562528,13
35504480,13
35779008,13
36016704,13
36363312,14
36196384,14
36103184,14
36872800,14
36474416,15
35995152,15
36084704,15
36696272,15
36668208,16
36275808,16
36567312,16
36712560,16
35645472,17
35472640,17
35743328,17
36057424,17
36414256,18
36193648,18
36394432,18
36582592,18
36634800,19
36456016,19
36736608,19
36745664,19
35674320,20
35363328,20
35647456,20
35941216,20
34943232,21
34599680,21
34893312,21
35147376,21
35241328,22
35055280,22
35300528,22
35495264,22
35811408,23
35551136,23
35950496,23
36200304,23
35709648,24
35516096,24
35341616,24
35749776,24
35132848,25
35069824,25
35173632,25
35566144,25
36280976,26
36303696,26
35966096,26
36638304,26
35686992,27
35439312,27
35610368,27
36040544,27
35897696,28
35423136,28
35936832,28
36214624,28
36265616,29
35861344,29
36051856,29
36468608,29
36374000,30
36106320,30
36165184,30
36529920,30
35531104,31
35101168,31
35485024,31
35820368,31
36314432,32
36074192,32
36296992,32
36779200,32
36672432,33
36154048,33
36587568,33
36848576,33
36433248,34
36105904,34
36280400,34
36640480,34
35278016,35
34968368,35
35386000,35
35694336,35
36711168,36
36432608,36
36829584,36
36976848,36
37172624,37
36806976,37
36871568,37
36928912,37
36125216,38
35429712,38
35858016,38
36231488,38
36431440,39
36301216,39
36284304,39
36729408,39
36069984,40
35987808,40
35902112,40
36288448,40
35283136,41
35157984,41
35394512,41
35633872,41
34904464,42
34845680,42
34699040,42
35219648,42
34885936,43
34581552,43
34848240,43
35154752,43
34651312,44
34337296,44
34631184,44
34863072,44
34784976,45
34435440,45
34789824,45
35129472,45
34561856,46
34365872,46
34587616,46
34873392,46
34910752,47
34659792,47
34885056,47
35232816,47
34785456,48
34465072,48
34755600,48
35034176,48
34972912,49
34912144,49
34998624,49
35191328,49
35576448,50
35461760,50
35518752,50
35752832,50
35791856,51
35506784,51
35627216,51
36125056,51
36367056,52
36167712,52
36168576,52
36556896,52
35718736,53
35661536,53
35810032,53
36064816,53
36078992,54
36011408,54
36139072,54
36472656,54
35996368,55
35570864,55
35643312,55
36118608,55
35941808,56
35982624,56
35981808,56
